FID,OBJECTID,Join_Count,osm_id,BUFF_DIST,Shape_Leng
1453,4952,2,128479433,25.000000000000000,0.001527245284680
1454,4953,1,128479434,25.000000000000000,0.001527234320780
1455,4954,1,128479435,25.000000000000000,0.001527279295600
1456,4959,4,128479493,25.000000000000000,0.001527273043030
1457,5236,1,131222925,25.000000000000000,0.001527368496640
1458,5238,1,131222927,25.000000000000000,0.001527450706210
1459,5239,2,131222928,25.000000000000000,0.001527368496640
1460,5250,5,131361911,25.000000000000000,0.001527739904480
1461,5251,5,131361915,25.000000000000000,0.001527704606640
1462,5252,2,131361917,25.000000000000000,0.001527646669500
1463,5253,16,131361918,25.000000000000000,0.001527653137370
1464,5254,10,131361920,25.000000000000000,0.001527689134330
1465,5255,36,131361923,25.000000000000000,0.001527705174100
1466,5256,2,131361931,25.000000000000000,0.001527716804090
1467,5257,3,131361932,25.000000000000000,0.001527713582370
1468,5258,4,131361934,25.000000000000000,0.001527640748350
1469,5259,3,131361937,25.000000000000000,0.001527704893410
1470,5260,7,131361938,25.000000000000000,0.001527690611430
1471,5261,5,131361939,25.000000000000000,0.001527704606640
1472,5262,5,131361940,25.000000000000000,0.001527767247250
1473,5263,4,131402807,25.000000000000000,0.001527229600740
1474,5264,6,131402809,25.000000000000000,0.001527200748640
1475,5265,2,131404267,25.000000000000000,0.001527122461920
1476,5266,2,131405208,25.000000000000000,0.001527147964820
1477,5267,1,132309809,25.000000000000000,0.001527564666080
1478,5268,14,132309810,25.000000000000000,0.001527563188640
1479,5269,1,132309815,25.000000000000000,0.001527631516800
1480,5270,3,132309817,25.000000000000000,0.001527578157270
1481,5271,2,132309818,25.000000000000000,0.001527633144260
1482,5273,1,132309820,25.000000000000000,0.001527624538410
1483,5274,11,132309824,25.000000000000000,0.001527573787840
1484,5275,2,132310247,25.000000000000000,0.001527650389910
1485,5276,2,132310249,25.000000000000000,0.001527639379830
1486,5277,7,132310250,25.000000000000000,0.001527645401810
1487,5278,4,132651011,25.000000000000000,0.001527059805480
1488,5279,2,132651012,25.000000000000000,0.001527074879050
1489,5280,3,132651013,25.000000000000000,0.001527176722560
1490,5281,8,132654909,25.000000000000000,0.001526882229750
1491,5282,5,132654910,25.000000000000000,0.001527055641400
1492,5283,10,132654911,25.000000000000000,0.001527134468840
1493,5284,11,132654912,25.000000000000000,0.001527125442960
1494,5285,6,132654913,25.000000000000000,0.001527183148970
1495,5286,3,132654914,25.000000000000000,0.001527103256700
1496,5287,1,132654915,25.000000000000000,0.001527186503660
1497,5288,8,132654916,25.000000000000000,0.001527090680620
1498,5289,4,132655228,25.000000000000000,0.001527042830340
1499,5290,1,132655229,25.000000000000000,0.001527054348700
1500,5291,10,132655230,25.000000000000000,0.001527035727400
1501,5292,1,132655232,25.000000000000000,0.001527040954490
1502,5293,3,132655233,25.000000000000000,0.001527017000630
1503,5294,5,132655487,25.000000000000000,0.001526997128190
1504,5295,7,132655488,25.000000000000000,0.001527010780780
1505,5296,5,132688077,25.000000000000000,0.001527046737710
1506,5297,3,132688098,25.000000000000000,0.001527087470060
1507,5298,1,132691289,25.000000000000000,0.001526920306080
1508,5299,2,132691294,25.000000000000000,0.001526994863120
1509,5300,6,132693937,25.000000000000000,0.001526830085620
1510,5301,5,132693941,25.000000000000000,0.001526856425360
1511,5303,27,132727658,25.000000000000000,0.001527454914720
1512,5304,3,132727663,25.000000000000000,0.001527471580390
1513,5305,1,132727664,25.000000000000000,0.001527118416610
1514,5307,1,132727670,25.000000000000000,0.001527234257960
1515,5308,3,132727672,25.000000000000000,0.001527395167370
1516,5309,9,132727676,25.000000000000000,0.001527690779820
1517,5310,24,132727682,25.000000000000000,0.001527527386290
1518,5311,19,132727684,25.000000000000000,0.001527474165500
1519,5313,2,132783233,25.000000000000000,0.001527066934450
1520,5314,2,132783238,25.000000000000000,0.001527075588540
1521,5315,4,132905537,25.000000000000000,0.001527189220970
1522,5316,4,132905544,25.000000000000000,0.001527217429630
1523,5317,3,132905551,25.000000000000000,0.001527172624630
1524,5318,5,132905552,25.000000000000000,0.001527097877840
1525,5319,1,132905556,25.000000000000000,0.001527222993940
1526,5320,2,132905557,25.000000000000000,0.001527209947900
1527,5321,2,132905559,25.000000000000000,0.001527201312630
1528,5322,2,132905560,25.000000000000000,0.001527139741970
1529,5324,1,132906776,25.000000000000000,0.001527095839110
1530,5325,1,132906780,25.000000000000000,0.001527091929800
1531,5326,1,132906781,25.000000000000000,0.001527095839110
1532,5329,4,132907891,25.000000000000000,0.001527225339870
1533,5330,3,132907892,25.000000000000000,0.001527070897520
1534,5331,7,132907893,25.000000000000000,0.001527125844670
1535,5333,1,132908608,25.000000000000000,0.001527176722560
1536,5334,1,132909357,25.000000000000000,0.001527117944330
1537,5442,3,134497716,25.000000000000000,0.001526723905990
1538,5443,7,134533007,25.000000000000000,0.001526817217830
1539,5445,6,134626495,25.000000000000000,0.001526746317190
1540,5449,12,134627143,25.000000000000000,0.001527434000820
1541,5452,1,134627147,25.000000000000000,0.001527428291880
1542,5453,1,134840341,25.000000000000000,0.001526783449520
1543,5454,4,134844997,25.000000000000000,0.001526754003050
1544,5455,2,134846715,25.000000000000000,0.001526641117200
1545,5456,6,134846743,25.000000000000000,0.001526690942630
1546,5464,1,135176371,25.000000000000000,0.001526948665400
1547,5481,2,135176392,25.000000000000000,0.001526837804460
1548,5486,1,135176402,25.000000000000000,0.001526865737140
1549,5492,6,135176408,25.000000000000000,0.001526882409040
1550,5493,1,135176409,25.000000000000000,0.001526841081160
1551,5565,1,136864222,25.000000000000000,0.001526424631380
1552,5566,3,136864226,25.000000000000000,0.001527189565690
1553,5567,2,136864227,25.000000000000000,0.001527161675560
1554,5572,88,136864237,25.000000000000000,0.001526747645620
1555,5573,61,136864238,25.000000000000000,0.001526791078050
1556,5668,1,139708471,25.000000000000000,0.001526749010060
1557,5669,40,139708473,25.000000000000000,0.001526847610110
1558,5671,1,139709219,25.000000000000000,0.001527095247820
1559,5700,2,140619253,25.000000000000000,0.001527006139030
1560,5701,1,140620969,25.000000000000000,0.001527692633950
1561,5702,6,140620972,25.000000000000000,0.001527706049990
1562,5703,16,140620973,25.000000000000000,0.001527794579810
1563,5704,2,140620975,25.000000000000000,0.001527566656640
1564,5705,17,140620979,25.000000000000000,0.001527731166160
1565,5706,18,140621779,25.000000000000000,0.001527713149920
1566,5707,19,140621780,25.000000000000000,0.001527786795130
1567,5708,14,140621781,25.000000000000000,0.001527765887170
1568,5709,11,140621784,25.000000000000000,0.001527855495570
1569,5710,5,140621786,25.000000000000000,0.001527696294020
1570,5772,11,142674628,25.000000000000000,0.001528032784640
1571,5777,10,142674633,25.000000000000000,0.001527976099160
1572,5780,4,142674636,25.000000000000000,0.001527861848280
1573,5781,5,142674639,25.000000000000000,0.001528007101330
1574,5783,6,142674641,25.000000000000000,0.001528007101330
1575,5784,1,142856177,25.000000000000000,0.001526334300320
1576,5785,2,142856178,25.000000000000000,0.001526334300320
1577,5823,13,145511240,25.000000000000000,0.001526684154180
1578,5824,2,145511243,25.000000000000000,0.001526668294310
1579,5825,3,145511247,25.000000000000000,0.001526755031190
1580,5826,7,145511260,25.000000000000000,0.001526734028680
1581,5827,5,145511262,25.000000000000000,0.001526701437170
1582,5828,1,145511266,25.000000000000000,0.001526759929140
1583,5829,6,145511267,25.000000000000000,0.001526734028680
1584,5830,7,145511271,25.000000000000000,0.001526758443640
1585,5831,1,145511272,25.000000000000000,0.001526844435300
1586,5832,14,145511274,25.000000000000000,0.001526797409780
1587,5834,4,145511281,25.000000000000000,0.001526668294310
1588,5835,7,145511285,25.000000000000000,0.001526734028680
1589,5836,1,145511286,25.000000000000000,0.001526757802010
1590,5837,1,145511289,25.000000000000000,0.001526775456320
1591,5838,2,145511291,25.000000000000000,0.001526777951420
1592,5840,7,145511296,25.000000000000000,0.001526654797090
1593,5841,7,145511865,25.000000000000000,0.001526920353550
1594,5842,4,145511866,25.000000000000000,0.001526994407820
1595,5843,29,145511867,25.000000000000000,0.001526849821060
1596,5937,5,148447283,25.000000000000000,0.001526982254000
1597,5938,3,148447284,25.000000000000000,0.001527030405840
1598,5939,4,148447286,25.000000000000000,0.001526952951430
1599,5941,1,148449661,25.000000000000000,0.001526891172150
1600,5942,1,148449662,25.000000000000000,0.001526883488860
1601,5943,2,148450595,25.000000000000000,0.001527030405840
1602,5944,6,148662316,25.000000000000000,0.001527095053210
1603,5982,3,149550340,25.000000000000000,0.001526829872180
1604,5984,3,149554142,25.000000000000000,0.001526841997080
1605,5985,1,149554143,25.000000000000000,0.001526921463340
1606,5986,2,149554144,25.000000000000000,0.001526914776020
1607,5987,9,149554145,25.000000000000000,0.001526926295230
1608,5988,4,149554146,25.000000000000000,0.001526923973450
1609,5989,1,149554147,25.000000000000000,0.001526928325670
1610,5991,4,149554153,25.000000000000000,0.001526841997080
1611,5993,11,149554157,25.000000000000000,0.001526904180920
1612,5994,1,149554158,25.000000000000000,0.001526915194450
1613,5995,4,149554160,25.000000000000000,0.001526870393000
1614,5996,7,149555237,25.000000000000000,0.001526893257060
1615,5998,13,149556546,25.000000000000000,0.001527402458370
1616,6000,3,149561621,25.000000000000000,0.001526708658730
1617,6001,3,149561622,25.000000000000000,0.001526844623050
1618,6002,1,149561623,25.000000000000000,0.001526798915190
1619,6004,2,149561625,25.000000000000000,0.001526803179230
1620,6005,12,149561626,25.000000000000000,0.001526879578020
1621,6006,1,149568879,25.000000000000000,0.001526692704260
1622,6009,3,149568893,25.000000000000000,0.001526697802480
1623,6011,1,149568906,25.000000000000000,0.001526692704260
1624,6012,1,149568913,25.000000000000000,0.001526703229950
1625,6013,3,149570547,25.000000000000000,0.001526805888020
1626,6014,7,149570551,25.000000000000000,0.001526844306590
1627,6015,2,149570558,25.000000000000000,0.001526791190810
1628,6017,5,149570563,25.000000000000000,0.001526991031260
1629,6018,2,149570569,25.000000000000000,0.001526852627940
1630,6019,3,149570571,25.000000000000000,0.001526856604440
1631,6020,12,149573334,25.000000000000000,0.001526679788750
1632,6022,10,149575840,25.000000000000000,0.001526691832710
1633,6023,10,149575844,25.000000000000000,0.001526691832710
1634,6024,4,149832408,25.000000000000000,0.001526693885450
1635,6025,18,149832409,25.000000000000000,0.001526637034290
1636,6026,3,149832410,25.000000000000000,0.001526693885450
1637,6029,12,149832414,25.000000000000000,0.001526632329350
1638,6030,1,149832415,25.000000000000000,0.001526691831410
1639,6031,7,149832424,25.000000000000000,0.001526633013550
1640,6032,7,149832425,25.000000000000000,0.001526633013550
1641,6033,5,149832498,25.000000000000000,0.001526653100410
1642,6034,2,149854924,25.000000000000000,0.001527073831040
1643,6035,11,149854926,25.000000000000000,0.001527046075190
1644,6036,19,149854929,25.000000000000000,0.001527068559970
1645,6037,10,149854930,25.000000000000000,0.001527108197050
1646,6038,1,149854937,25.000000000000000,0.001527098182480
1647,6135,3,153741408,25.000000000000000,0.001526987893150
1648,6136,4,153741418,25.000000000000000,0.001526987893150
1649,6140,6,153751903,25.000000000000000,0.001527002745060
1650,6151,1,154439850,25.000000000000000,0.001527198644550
1651,6165,16,155223061,25.000000000000000,0.001527652038490
1652,6166,17,155223062,25.000000000000000,0.001527652038490
1653,6179,1,156272078,25.000000000000000,0.001526472143550
1654,6182,1,156273505,25.000000000000000,0.001526458094160
1655,6186,4,156273701,25.000000000000000,0.001526496348370
1656,6187,1,156273828,25.000000000000000,0.001526466427780
1657,6188,1,156273830,25.000000000000000,0.001526453132400
1658,6189,6,156273919,25.000000000000000,0.001526461249270
1659,6190,1,156273985,25.000000000000000,0.001526460795740
1660,6191,2,156273988,25.000000000000000,0.001526468251210
1661,6192,1,156273989,25.000000000000000,0.001526494250000
1662,6193,1,156273990,25.000000000000000,0.001526510628610
1663,6194,2,156273991,25.000000000000000,0.001526494250000
1664,6195,2,156273994,25.000000000000000,0.001526460795740
1665,6198,1,156274072,25.000000000000000,0.001526510628610
1666,6201,1,156274075,25.000000000000000,0.001526471790620
1667,6202,1,156274347,25.000000000000000,0.001526480287690
1668,6203,1,156274349,25.000000000000000,0.001526480287690
1669,6205,1,156274354,25.000000000000000,0.001526461249270
1670,6206,7,156274453,25.000000000000000,0.001526439855030
1671,6208,6,156274455,25.000000000000000,0.001526414421660
1672,6209,1,156596784,25.000000000000000,0.001527451682750
1673,6210,12,156596791,25.000000000000000,0.001527739623240
1674,6298,61,158418634,25.000000000000000,0.001527496599270
1675,6299,7,158418635,25.000000000000000,0.001527608928040
1676,6300,39,158418636,25.000000000000000,0.001527420264400
1677,6301,4,158418637,25.000000000000000,0.001527588435040
1678,6303,1,158418639,25.000000000000000,0.001527357652890
1679,6304,40,158418640,25.000000000000000,0.001527420264400
1680,6305,7,158418642,25.000000000000000,0.001527635625720
1681,6306,8,158418643,25.000000000000000,0.001527276901600
1682,6307,2,158418644,25.000000000000000,0.001527589576420
1683,6308,2,158418646,25.000000000000000,0.001527714487310
1684,6309,8,158418647,25.000000000000000,0.001527627288740
1685,6310,22,158418648,25.000000000000000,0.001527747700810
1686,6311,3,158436649,25.000000000000000,0.001527108750090
1687,6325,3,158468669,25.000000000000000,0.001527739904480
1688,6326,37,158468670,25.000000000000000,0.001527774360820
1689,6327,5,158468671,25.000000000000000,0.001528026367930
1690,6329,2,158660966,25.000000000000000,0.001527577649670
1691,6335,2,158665763,25.000000000000000,0.001527547342100
1692,6337,1,158668291,25.000000000000000,0.001527548831790
1693,6338,1,158668302,25.000000000000000,0.001527547342100
1694,6340,1,158668379,25.000000000000000,0.001527548831790
1695,6343,1,158668788,25.000000000000000,0.001527543253310
1696,6344,3,158668830,25.000000000000000,0.001527538395860
1697,6345,2,158668873,25.000000000000000,0.001527526946480
1698,6346,1,158669026,25.000000000000000,0.001527562526000
1699,6347,2,158672335,25.000000000000000,0.001527557127730
1700,6348,2,158683101,25.000000000000000,0.001527576204910
1701,6349,4,158683121,25.000000000000000,0.001527531241570
1702,6350,4,158683161,25.000000000000000,0.001527565774540
1703,6351,1,158683162,25.000000000000000,0.001527565774540
1704,6352,1,158683591,25.000000000000000,0.001527548831790
1705,6354,3,158683594,25.000000000000000,0.001527550074040
1706,6356,1,158686322,25.000000000000000,0.001527558841340
1707,6436,5,159681243,25.000000000000000,0.001526632924420
1708,6510,1,160216003,25.000000000000000,0.001526438916600
1709,6517,2,160216024,25.000000000000000,0.001526438916600
1710,6519,13,160216032,25.000000000000000,0.001526655967040
1711,6521,1,160216035,25.000000000000000,0.001526430635090
1712,6529,7,160216143,25.000000000000000,0.001526438967500
1713,6531,2,160216146,25.000000000000000,0.001526450612040
1714,6536,4,160216159,25.000000000000000,0.001526429983360
1715,6537,2,160216162,25.000000000000000,0.001526440059320
1716,6553,10,160216194,25.000000000000000,0.001526438967500
1717,6554,10,160216196,25.000000000000000,0.001526438967500
1718,6568,7,160216220,25.000000000000000,0.001526438967500
1719,6654,6,161503495,25.000000000000000,0.001526769446160
1720,6657,7,161503499,25.000000000000000,0.001526660310110
1721,6660,3,161503502,25.000000000000000,0.001526783098700
1722,6662,1,161503504,25.000000000000000,0.001526773920560
1723,6663,1,161503506,25.000000000000000,0.001526874781620
1724,6665,5,161503508,25.000000000000000,0.001526747558780
1725,6666,6,161503509,25.000000000000000,0.001526747699300
1726,6669,2,161503513,25.000000000000000,0.001526773920560
1727,6672,3,161503516,25.000000000000000,0.001526792637760
1728,6673,6,161503517,25.000000000000000,0.001526747699300
1729,6674,1,161503518,25.000000000000000,0.001526800906730
1730,6675,1,161503520,25.000000000000000,0.001526845773150
1731,6682,3,161503531,25.000000000000000,0.001526914874540
1732,6686,1,161503536,25.000000000000000,0.001526802565820
1733,6690,5,161503540,25.000000000000000,0.001526759332950
1734,6692,1,161503542,25.000000000000000,0.001526809952820
1735,6695,1,161503546,25.000000000000000,0.001526760499890
1736,6699,1,161503550,25.000000000000000,0.001526899491890
1737,6700,6,161503551,25.000000000000000,0.001526719226720
1738,6702,2,161503553,25.000000000000000,0.001526773920560
1739,6703,4,161503593,25.000000000000000,0.001526688905300
1740,6887,2,164135722,25.000000000000000,0.001527222094420
1741,6959,19,166278586,25.000000000000000,0.001527653137370
1742,6962,4,167981872,25.000000000000000,0.001526466427780
1743,6963,2,167981874,25.000000000000000,0.001526351708000
1744,6964,3,167981875,25.000000000000000,0.001526476104860
1745,6967,1,167981884,25.000000000000000,0.001526361706330
1746,6974,1,169548678,25.000000000000000,0.001526921103640
1747,6975,2,169549504,25.000000000000000,0.001526931287460
1748,6976,1,169549506,25.000000000000000,0.001526967552390
1749,6977,1,169549508,25.000000000000000,0.001526964429790
1750,6978,1,169549509,25.000000000000000,0.001526968233490
1751,6979,2,169549510,25.000000000000000,0.001526964429790
1752,6980,2,169549511,25.000000000000000,0.001526966697480
1753,6983,1,169549514,25.000000000000000,0.001526936936140
1754,6984,1,169552933,25.000000000000000,0.001526900487380
1755,6985,3,169552941,25.000000000000000,0.001526917452210
1756,6986,1,169552942,25.000000000000000,0.001526962594620
1757,6987,1,169552943,25.000000000000000,0.001526883456960
1758,6992,2,169556484,25.000000000000000,0.001526687355460
1759,6993,1,169556485,25.000000000000000,0.001526710596040
1760,6994,1,169556486,25.000000000000000,0.001526687355460
1761,6995,7,169556489,25.000000000000000,0.001526725469300
1762,6996,1,169556490,25.000000000000000,0.001526680435800
1763,7002,4,169701401,25.000000000000000,0.001528255905310
1764,7006,4,169701407,25.000000000000000,0.001528232831910
1765,7008,37,169701411,25.000000000000000,0.001528134002390
1766,7009,3,169701412,25.000000000000000,0.001528232831910
1767,7011,3,169704211,25.000000000000000,0.001528219386800
1768,7012,6,169704212,25.000000000000000,0.001528209475170
1769,7013,3,169704213,25.000000000000000,0.001528214473230
1770,7014,13,170305294,25.000000000000000,0.001526723186290
1771,7015,1,170305295,25.000000000000000,0.001526721982270
1772,7016,1,170305296,25.000000000000000,0.001526403050770
1773,7017,1,170305297,25.000000000000000,0.001526695430220
1774,7018,1,170305299,25.000000000000000,0.001526721982270
1775,7019,2,170305300,25.000000000000000,0.001526699478190
1776,7020,2,170305301,25.000000000000000,0.001526399160780
1777,7021,6,170305302,25.000000000000000,0.001526672012890
1778,7026,5,170306779,25.000000000000000,0.001526690932960
1779,7027,2,170309977,25.000000000000000,0.001526620173040
1780,7030,3,170309980,25.000000000000000,0.001526620173040
1781,7031,2,170309985,25.000000000000000,0.001526440059320
1782,7033,9,170309988,25.000000000000000,0.001526464376010
1783,7034,7,170309989,25.000000000000000,0.001526639868380
1784,7036,7,170309993,25.000000000000000,0.001526402744390
1785,7037,4,170309996,25.000000000000000,0.001526429983360
1786,7038,1,170309998,25.000000000000000,0.001526438916600
1787,7039,3,170311196,25.000000000000000,0.001526514129120
1788,7040,12,170311198,25.000000000000000,0.001526541906240
1789,7041,3,170311199,25.000000000000000,0.001526514129120
1790,7042,6,170311202,25.000000000000000,0.001526483558710
1791,7045,2,170315141,25.000000000000000,0.001526461079460
1792,7047,12,170315144,25.000000000000000,0.001526456883380
1793,7049,10,170315148,25.000000000000000,0.001526456883380
1794,7051,19,170315151,25.000000000000000,0.001526488057470
1795,7052,17,170315152,25.000000000000000,0.001526526258300
1796,7053,1,170315153,25.000000000000000,0.001526460029800
1797,7055,8,170316098,25.000000000000000,0.001526403016660
1798,7057,1,170316104,25.000000000000000,0.001526360912000
1799,7059,1,170316107,25.000000000000000,0.001526334205210
1800,7060,11,170316114,25.000000000000000,0.001526379811530
1801,7061,4,170316116,25.000000000000000,0.001526441309290
1802,7073,20,170317456,25.000000000000000,0.001526488057470
1803,7075,9,170317461,25.000000000000000,0.001526632625820
1804,7076,2,170317462,25.000000000000000,0.001526460029800
1805,7136,1,170685648,25.000000000000000,0.001526595444070
1806,7137,15,170685650,25.000000000000000,0.001526526258300
1807,7186,2,170696078,25.000000000000000,0.001526461100190
1808,7187,5,170696079,25.000000000000000,0.001526418981760
1809,7190,9,170696082,25.000000000000000,0.001526522473520
1810,7194,4,170696578,25.000000000000000,0.001526344320330
1811,7200,2,170696585,25.000000000000000,0.001526349740600
1812,7201,5,170696586,25.000000000000000,0.001526344644190
1813,7202,4,170696587,25.000000000000000,0.001526318540800
1814,7205,10,170696659,25.000000000000000,0.001526365280210
1815,7208,3,170698988,25.000000000000000,0.001526349958610
1816,7285,4,171001920,25.000000000000000,0.001526479574340
1817,7287,1,171734325,25.000000000000000,0.001526882738110
1818,7288,1,171735080,25.000000000000000,0.001526844623050
1819,7291,7,172530269,25.000000000000000,0.001527229600740
1820,7292,4,172530271,25.000000000000000,0.001527240421790
1821,7293,4,172530274,25.000000000000000,0.001527245831710
1822,7294,4,172530277,25.000000000000000,0.001527230538020
1823,7295,24,172531256,25.000000000000000,0.001527254708460
1824,7296,16,172531259,25.000000000000000,0.001527294151830
1825,7297,10,172649680,25.000000000000000,0.001527025595520
1826,7298,3,172653186,25.000000000000000,0.001527078620520
1827,7299,7,172746558,25.000000000000000,0.001526975264040
1828,7300,1,172747559,25.000000000000000,0.001526953237390
1829,7301,3,172747560,25.000000000000000,0.001526962594620
1830,7303,1,172886590,25.000000000000000,0.001526943410100
1831,7304,1,172886592,25.000000000000000,0.001526953047290
1832,7305,2,172886593,25.000000000000000,0.001526939490300
1833,7308,5,172889383,25.000000000000000,0.001527308259100
1834,7310,3,172889385,25.000000000000000,0.001527318605060
1835,7311,4,172889387,25.000000000000000,0.001527234819260
1836,7312,1,172889388,25.000000000000000,0.001527259646670
1837,7313,8,172889390,25.000000000000000,0.001527294151830
1838,7315,3,172889393,25.000000000000000,0.001527259646670
1839,7316,1,172889399,25.000000000000000,0.001527259646670
1840,7317,3,172889405,25.000000000000000,0.001527249021250
1841,7318,1,172889407,25.000000000000000,0.001527259646670
1842,7319,3,172889409,25.000000000000000,0.001527276691000
1843,7320,8,172889410,25.000000000000000,0.001527289144880
1844,7321,1,172889411,25.000000000000000,0.001527259646670
1845,7322,5,172889413,25.000000000000000,0.001527295675370
1846,7324,1,172889417,25.000000000000000,0.001527310759400
1847,7325,1,172889418,25.000000000000000,0.001527265925520
1848,7327,1,173001279,25.000000000000000,0.001527310116350
1849,7328,2,173001280,25.000000000000000,0.001527311561110
1850,7331,1,173001283,25.000000000000000,0.001527318963410
1851,7332,3,173001410,25.000000000000000,0.001527730102300
1852,7335,6,173001828,25.000000000000000,0.001527844468030
1853,7337,1,173001831,25.000000000000000,0.001527834956430
1854,7338,2,173001832,25.000000000000000,0.001527840691990
1855,7340,1,173002093,25.000000000000000,0.001526927576400
1856,7341,36,173113084,25.000000000000000,0.001527530677290
1857,7344,2,173114627,25.000000000000000,0.001527267516270
1858,7345,2,173114628,25.000000000000000,0.001527266829680
1859,7347,2,173114631,25.000000000000000,0.001527266829680
1860,7348,1,173120184,25.000000000000000,0.001527533244270
1861,7349,1,173122686,25.000000000000000,0.001527527644570
1862,7351,1,173424316,25.000000000000000,0.001526979858660
1863,7352,2,173424318,25.000000000000000,0.001526924675600
1864,7353,1,173424319,25.000000000000000,0.001526979858660
1865,7354,1,174575233,25.000000000000000,0.001527288256450
1866,7355,1,175728196,25.000000000000000,0.001527577509050
1867,7356,2,175728198,25.000000000000000,0.001527509915280
1868,7363,3,175728213,25.000000000000000,0.001527485098240
1869,7365,1,175728217,25.000000000000000,0.001527577509050
1870,7366,5,175728220,25.000000000000000,0.001527535771950
1871,7367,12,175728223,25.000000000000000,0.001527523356040
1872,7368,3,175728227,25.000000000000000,0.001527480118740
1873,7369,12,175728229,25.000000000000000,0.001527513607470
1874,7370,2,175728232,25.000000000000000,0.001527576580400
1875,7371,2,175728239,25.000000000000000,0.001527509915280
1876,7373,1,175728243,25.000000000000000,0.001527557444740
1877,7375,1,175731112,25.000000000000000,0.001527509285910
1878,7376,2,175731114,25.000000000000000,0.001527492545180
1879,7377,2,175731115,25.000000000000000,0.001527503473640
1880,7378,15,175731118,25.000000000000000,0.001527482008350
1881,7379,41,175731120,25.000000000000000,0.001527411483650
1882,7380,1,175731122,25.000000000000000,0.001527503473640
1883,7381,12,175731123,25.000000000000000,0.001527488599990
1884,7382,1,175731124,25.000000000000000,0.001527509285910
1885,7383,3,175731128,25.000000000000000,0.001527495786460
1886,7384,6,175731129,25.000000000000000,0.001527488274870
1887,7385,2,175731130,25.000000000000000,0.001527495786460
1888,7386,2,175731131,25.000000000000000,0.001527576215540
1889,7387,1,175731133,25.000000000000000,0.001527519156220
1890,7388,4,175731462,25.000000000000000,0.001527495786460
1891,7390,3,175731465,25.000000000000000,0.001527505345360
1892,7392,6,175745874,25.000000000000000,0.001527482008350
1893,7393,2,175745875,25.000000000000000,0.001527496220930
1894,7394,1,175745879,25.000000000000000,0.001527538528610
1895,7395,13,175745881,25.000000000000000,0.001527473965000
1896,7396,2,175745883,25.000000000000000,0.001527488339900
1897,7398,3,175745886,25.000000000000000,0.001527430928960
1898,7399,1,175745887,25.000000000000000,0.001527449079600
1899,7400,7,175745888,25.000000000000000,0.001527453809040
1900,7402,1,175745890,25.000000000000000,0.001527470792690
1901,7403,4,175745891,25.000000000000000,0.001527488599990
1902,7405,2,175745893,25.000000000000000,0.001527488339900
1903,7407,2,175748116,25.000000000000000,0.001527532458250
1904,7408,12,175748117,25.000000000000000,0.001527693879960
1905,7409,5,175748118,25.000000000000000,0.001527526627650
1906,7410,4,175748119,25.000000000000000,0.001527540616430
1907,7411,4,175748120,25.000000000000000,0.001527501617590
1908,7412,3,175748121,25.000000000000000,0.001527467032380
1909,7414,12,175753051,25.000000000000000,0.001527375367140
1910,7415,2,175753053,25.000000000000000,0.001527376101210
1911,7416,15,175833385,25.000000000000000,0.001527709250430
1912,7417,2,175833389,25.000000000000000,0.001527573926750
1913,7418,1,175833390,25.000000000000000,0.001527573926750
1914,7419,3,175833391,25.000000000000000,0.001527547503460
1915,7420,1,175959098,25.000000000000000,0.001526722304790
1916,7422,1,175959100,25.000000000000000,0.001526726540690
1917,7424,8,175959102,25.000000000000000,0.001526717311780
1918,7426,14,175959104,25.000000000000000,0.001526695601760
1919,7427,6,175959105,25.000000000000000,0.001526721763090
1920,7428,6,175959106,25.000000000000000,0.001526721763090
1921,7429,26,175959107,25.000000000000000,0.001527272297610
1922,7430,2,175959108,25.000000000000000,0.001526744800880
1923,7431,1,175959109,25.000000000000000,0.001526718679410
1924,7432,4,175959110,25.000000000000000,0.001526718972170
1925,7434,3,175959112,25.000000000000000,0.001527151066850
1926,7435,2,175959113,25.000000000000000,0.001527087942740
1927,7436,67,175959114,25.000000000000000,0.001526956937540
1928,7437,4,175959115,25.000000000000000,0.001526718679410
1929,7438,5,175959116,25.000000000000000,0.001527091007370
1930,7440,3,175959118,25.000000000000000,0.001526718679410
1931,7441,3,175959119,25.000000000000000,0.001526717308240
1932,7442,26,175959120,25.000000000000000,0.001527272297610
1933,7445,2,175959123,25.000000000000000,0.001526744800880
1934,7446,2,175959124,25.000000000000000,0.001526725427890
1935,7447,66,175959125,25.000000000000000,0.001526956937540
1936,7448,14,175959126,25.000000000000000,0.001527467032380
1937,7449,3,175959127,25.000000000000000,0.001526721763090
1938,7450,2,175959128,25.000000000000000,0.001526737575500
1939,7451,3,175959129,25.000000000000000,0.001526733503470
1940,7452,2,175959130,25.000000000000000,0.001526756871970
1941,7453,2,175959131,25.000000000000000,0.001526759256780
1942,7454,12,175959990,25.000000000000000,0.001526695601760
1943,7455,2,175959991,25.000000000000000,0.001526506333440
1944,7456,12,175959995,25.000000000000000,0.001526541906240
1945,7457,1,175960000,25.000000000000000,0.001526483558710
1946,7458,3,175960003,25.000000000000000,0.001526517609870
1947,7459,1,175960004,25.000000000000000,0.001526511059330
1948,7460,1,175960010,25.000000000000000,0.001526525325320
1949,7461,1,175960012,25.000000000000000,0.001526553055710
1950,7462,3,175960016,25.000000000000000,0.001526514129120
